country,fertility,female_percentage,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,70-74_female,75-79_female,80-84_female,85-89_female,90-94_female,95-99_female,0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,70-74_male,75-79_male,80-84_male,85-89_male,90-94_male,95-99_male
Tajikistan,"[3.2155671717128507, 5.682922750786193]","[0.48680914372710343, 0.5058825407467714]","[0.9182727016874075, 0.995085167482937]","[0.9339099977220433, 1.002830120568912]","[0.9530927200782328, 1.0279853336886073]","[0.9442762899806733, 1.046061453474379]","[0.931823913469891, 1.072817704516016]","[0.9227329993509826, 1.0690460476214652]","[0.9048973396181194, 1.0588565652027406]","[0.8785249457700651, 1.0220617810312926]","[0.8363862107021873, 1.0023118766999093]","[0.8242096582058096, 0.978796089056426]","[0.8408634323573413, 0.9591415577032405]","[0.7736138295396997, 0.9366192583400009]","[0.7735005003237388, 0.9227735058833958]","[0.6993925179745473, 0.8536233972050137]","[0.6185970636215334, 0.777211117196057]","[0.5031055900621118, 0.6758373844756664]","[0.3764950999305502, 0.5769563961882761]","[0.23288179625162367, 0.3191874217336858]","[0.11874105865522175, 0.1943127962085308]","[0.011764705882352941, 0.18518518518518517]","[0.8626432845925776, 0.993472962561127]","[0.895184763091656, 1.0000959390375943]","[0.9431903811324247, 1.0059742373419607]","[0.9220677045819713, 1.0390187025957507]","[0.9080489375402447, 1.0504029356741977]","[0.9015989234269728, 1.082378162676176]","[0.8836440775015405, 1.0830323795413155]","[0.8589701770736253, 1.0342539902845247]","[0.8378419452887538, 1.0022413459143862]","[0.8263716559132899, 0.9693989394792192]","[0.8301333234300144, 0.9420148270894263]","[0.7911729227275952, 0.9118781234328797]","[0.7638252963143367, 0.873855882842403]","[0.7023823775888902, 0.8020381613183001]","[0.6141203703703704, 0.743903743315508]","[0.46058289536550406, 0.6631228181529674]","[0.3068181818181818, 0.5550634780041335]","[0.15194954128440366, 0.2740899357601713]","[0.06853582554517133, 0.23376623376623376]","[0.015384615384615385, 0.2413793103448276]"
Thailand,"[1.3591218432178058, 5.194411995079199]","[0.4806760011759111, 0.49076794856122463]","[0.9327254730316271, 1.0267713910445366]","[0.9694866037780757, 1.0261677463348107]","[0.9165857970177221, 1.005885786436315]","[0.9186585290219105, 1.0140372241453723]","[0.9547802184324282, 1.0514190172830966]","[0.9581641497009793, 1.0715947600410674]","[0.95184261845866, 1.105646770218059]","[0.9439313539850164, 1.087076891294812]","[0.9337000829619747, 1.0638098699901908]","[0.9153744440437552, 1.0377568223502602]","[0.8941405025618426, 1.041948914698467]","[0.8628004090676666, 0.9899079290338855]","[0.8194431231568038, 0.9565964251184969]","[0.7601607972341875, 0.9325859191841356]","[0.6777164296830033, 0.8932577836679069]","[0.6000801813331689, 0.8421258972549522]","[0.5083669936526255, 0.7730811098393764]","[0.37070998768940483, 0.679436440340683]","[0.2867371806145265, 0.5677687156454202]","[0.24171270718232044, 0.5669218989280245]","[0.9301546267809409, 1.0301147220185418]","[0.9687233234674268, 1.0212069070718164]","[0.8943856376119479, 1.0013730229114413]","[0.8638274252465643, 1.0026753468185694]","[0.8855980226295329, 1.045514048113597]","[0.9402283606163362, 1.054118493840168]","[0.9305979983956606, 1.1046951577489565]","[0.9170456638983914, 1.0880644957706322]","[0.9010925697630576, 1.076134643560825]","[0.8769199615248316, 1.023438854896811]","[0.8495287066226227, 1.0248660449233515]","[0.8078396367039901, 0.9730746174842716]","[0.7488530324265402, 0.9288439390029768]","[0.6797494110087813, 0.8806687959935959]","[0.5959511416838856, 0.8355041898202289]","[0.5043389275480966, 0.7650879541320506]","[0.4024742268041237, 0.6693218965069644]","[0.3026877379167147, 0.5626756353600421]","[0.2140422631220177, 0.4513433646954927]","[0.16091954022988506, 0.37494294842537657]"
Timor-Leste,"[3.0691385844515007, 5.24120350423668]","[0.48005291999118, 0.4990178640476375]","[0.8375930723805523, 1.0033597723260166]","[0.9099776902264205, 1.0190738048281918]","[0.8905649888821507, 1.0322624994271574]","[0.9168975821787557, 1.026607770164516]","[0.9013267474585033, 1.0475506621988193]","[0.8390773922988944, 0.9784939121228163]","[0.8350114109276413, 0.9563746065057712]","[0.8405873375085522, 0.9626817752596789]","[0.7952894657669661, 0.9601757758857457]","[0.7896695784276491, 0.9570554866158483]","[0.7520298022733786, 1.017700972504023]","[0.7128010759261524, 1.4908852855272434]","[0.6224377745241582, 1.192870036101083]","[0.4404130616801563, 0.9922811627525046]","[0.3057699375229695, 0.8641975308641975]","[0.2513550135501355, 0.7572493786246893]","[0.22154471544715448, 0.7123923127899271]","[0.14450867052023122, 0.7371695178849145]","[0.0, 0.4606741573033708]","[0.0, 0.2222222222222222]","[0.8587795563500447, 1.0220963295782597]","[0.903579330097587, 1.1118057106000843]","[0.8825225621835792, 1.0312243670366927]","[0.87594207371968, 1.0092247097844114]","[0.878344285379019, 1.015605667531431]","[0.8100189386906309, 1.0140571982549684]","[0.8237117053302638, 0.9845148699673327]","[0.8404417060094422, 0.9642371762513106]","[0.8201099295017326, 0.9549476478395517]","[0.7801402893467777, 0.9473892718485064]","[0.752194017174672, 0.9743990619503615]","[0.7087460739309012, 1.3315248429468876]","[0.6350579150579151, 1.0982142857142858]","[0.540293547493769, 0.9426915647134578]","[0.4769303201506591, 0.8331254676976803]","[0.35382685069008785, 0.7531219980787704]","[0.23166023166023167, 0.68019884009942]","[0.12987012987012986, 0.706645056726094]","[0.0, 0.4117647058823529]","[0.0, 0.25]"
Togo,"[4.063480640275839, 5.630152727110457]","[0.49553498689029646, 0.5005531754625488]","[0.8631299995092506, 0.9864071760003675]","[0.9287179781487407, 1.0267370532486413]","[0.9291955019103132, 1.027957106407707]","[0.9235295586802867, 1.0221864504817975]","[0.9203010525933063, 1.0212184805772206]","[0.9185258890731528, 1.0177455570261211]","[0.916474306616002, 1.013216071127659]","[0.9132899941092317, 1.0072460960204597]","[0.9104214267580604, 1.0029025806136884]","[0.9013783269961977, 0.992299416794066]","[0.882813694024148, 0.9714561912294578]","[0.844864126595394, 0.9376866626845294]","[0.779944942306566, 0.8792997788494844]","[0.6842346821693567, 0.7898911898911899]","[0.5466372657111356, 0.6584515807816779]","[0.38932370058197874, 0.4944822728339986]","[0.22868217054263565, 0.32347876004592424]","[0.11814345991561181, 0.18094475580464373]","[0.03333333333333333, 0.14619883040935672]","[0.0, 0.35714285714285715]","[0.8549519510416752, 0.9831733291736978]","[0.9294571487653397, 1.0297490391492639]","[0.9299326283260091, 1.0311660939289806]","[0.9221749838884531, 1.0207695915313666]","[0.9178901345154945, 1.01897187806424]","[0.9174926332708278, 1.017945400869075]","[0.9138826022919136, 1.0122222222222221]","[0.9083484379997867, 1.0037834491298068]","[0.8993585613848352, 0.9914195835387468]","[0.8842336259284267, 0.9747631808996976]","[0.8594412938458307, 0.9498721980103345]","[0.8187233145327079, 0.9114825852113988]","[0.7562719269212947, 0.8527050190960214]","[0.6633161788356384, 0.7645112478563503]","[0.5315217391304348, 0.6404421746719245]","[0.3774873195474054, 0.4774975272007913]","[0.21796835119959163, 0.30569383945239575]","[0.10321100917431193, 0.1588345864661654]","[0.03125, 0.24444444444444444]","[0.0, 1.25]"
Tokelau,"[2.693548387096774, 5.68]","[0.4549763033175355, 0.5437262357414449]","[0.7238095238095238, 1.3076923076923077]","[0.7032967032967034, 1.2835820895522387]","[0.5154639175257731, 1.2142857142857142]","[0.4857142857142857, 1.2857142857142858]","[0.5569620253164557, 1.5609756097560976]","[0.5964912280701754, 1.2826086956521738]","[0.5757575757575758, 1.6]","[0.578125, 1.6944444444444444]","[0.6363636363636364, 1.3142857142857143]","[0.6666666666666666, 1.2340425531914894]","[0.45454545454545453, 1.35]","[0.48, 1.3333333333333333]","[0.6341463414634146, 1.04]","[0.6666666666666666, 0.9230769230769231]","[0.6, 0.875]","[0.42857142857142855, 0.8333333333333334]","[0.0, 0.8]","[0.0, 0.42857142857142855]","[0.0, 0.0]","[0.0, 0.0]","[0.6106194690265486, 1.1643835616438356]","[0.7159090909090909, 1.4404761904761905]","[0.5222222222222223, 1.1466666666666667]","[0.3968253968253968, 1.1311475409836065]","[0.5581395348837209, 1.1896551724137931]","[0.7413793103448276, 1.1951219512195121]","[0.6326530612244898, 1.2954545454545454]","[0.7777777777777778, 1.2272727272727273]","[0.8095238095238095, 1.3333333333333333]","[0.325, 1.2916666666666667]","[0.56, 1.0857142857142856]","[0.7, 1.1]","[0.6818181818181818, 1.0]","[0.5714285714285714, 1.0]","[0.3333333333333333, 1.0]","[0.0, 1.0]","[0.0, 0.625]","[0.0, 0.2]","[0.0, 0.0]","[0.0, 0.0]"
Tonga,"[3.1817172706496897, 5.824215416706172]","[0.472196041470311, 0.4857700683337088]","[0.9050979262672811, 0.9742853234851594]","[0.9017687934301958, 0.9889042995839112]","[0.850384024577573, 0.9875368973433912]","[0.7896285399043766, 0.9831144465290806]","[0.7554245283018868, 0.9802977232924693]","[0.7877745435300344, 0.9772604223064428]","[0.8652482269503546, 0.9739190116678106]","[0.8763020833333334, 0.9659685863874345]","[0.8971918134221799, 0.9591397849462365]","[0.8908602150537634, 0.9492574257425742]","[0.8732203389830508, 0.9323529411764706]","[0.8467807660961695, 0.9135977337110481]","[0.8211046990931574, 0.8806306306306306]","[0.7729591836734694, 0.830952380952381]","[0.6617210682492581, 0.7875]","[0.5267175572519084, 0.7153284671532847]","[0.379746835443038, 0.6445497630331753]","[0.2542372881355932, 0.4791666666666667]","[0.11764705882352941, 0.3275862068965517]","[0.0, 0.125]","[0.9045676998368679, 0.9879395709026279]","[0.9068995381062356, 0.9880488438555469]","[0.8360403248389807, 0.9864197530864197]","[0.7493197278911564, 0.9764705882352941]","[0.7074324324324325, 0.9714932126696832]","[0.7418952618453866, 0.9706036745406824]","[0.8028764805414551, 0.9792746113989638]","[0.8537871524448706, 0.9789356984478935]","[0.8487853247397125, 0.9671907040328093]","[0.8622420524261015, 0.9492354740061162]","[0.857976653696498, 0.9394847213900539]","[0.817351598173516, 0.8997194950911641]","[0.7910798122065728, 0.8785046728971962]","[0.7068493150684931, 0.8275862068965517]","[0.5967741935483871, 0.7446808510638298]","[0.4669811320754717, 0.6423357664233577]","[0.3333333333333333, 0.5503355704697986]","[0.21621621621621623, 0.36]","[0.0, 0.1935483870967742]","[0.0, 0.0]"
Trinidad and Tobago,"[1.595468822230767, 5.126698044617916]","[0.4905556430033055, 0.4988672370705427]","[0.9465957875932809, 1.004634071654588]","[0.9491326464066779, 1.0030697920266727]","[0.9278249510124101, 1.0175665641243237]","[0.8981518167198825, 1.0350414067655886]","[0.8877441392799097, 1.0288536090086764]","[0.9117906000270892, 1.0157824371474222]","[0.9331694402420575, 1.0061804515693356]","[0.9236206478713951, 0.9997168442289315]","[0.9218055243655963, 0.9926409639528536]","[0.9043244695138329, 0.9822594688724423]","[0.8811327561327561, 0.97038587514778]","[0.8565839344663162, 0.955397848496418]","[0.7741602067183463, 0.9344692005242464]","[0.6896432282646345, 0.8983676785582392]","[0.6050091911764706, 0.8670849971477467]","[0.4930612244897959, 0.8573562359970127]","[0.37477148080438755, 0.7223140495867768]","[0.25274725274725274, 0.64]","[0.1590909090909091, 0.6093023255813953]","[0.08, 0.36363636363636365]","[0.9457879943227674, 1.0038775711052061]","[0.9457560515561144, 1.0039373163565133]","[0.9234947352810322, 1.0297969137446974]","[0.884379271202539, 1.0610427360999444]","[0.8631503130367333, 1.0515158628410466]","[0.8800528309756351, 1.0275574236324887]","[0.9232931399706698, 1.0129625333487995]","[0.9264941302027748, 1.0039518055360406]","[0.9142593872379636, 0.9917919544900446]","[0.8889168765743073, 0.973482299098129]","[0.8507202602230484, 0.9510786751142835]","[0.8130504991192015, 0.9225227471020815]","[0.7452441344324667, 0.887620003764824]","[0.6528396976158171, 0.8419240831688621]","[0.5534238488783944, 0.7818684190874468]","[0.4318318318318318, 0.6894455252918288]","[0.3037593984962406, 0.6262798634812287]","[0.1910569105691057, 0.6787330316742082]","[0.11475409836065574, 0.6555555555555556]","[0.0, 0.5]"
Tunisia,"[1.812661735280297, 5.471431596678322]","[0.4815198083909192, 0.49416988989142324]","[0.8793957630467159, 1.0070348508126465]","[0.8914116557134999, 1.0126978722706035]","[0.8670014925975231, 1.008004091927524]","[0.8801252746697649, 0.9999204397342687]","[0.9102968815575789, 0.9946472289903738]","[0.918036507013488, 0.9968222799349676]","[0.9000519824204906, 1.0036616332848545]","[0.8727896659939725, 1.0024908976514393]","[0.8556174512193894, 1.0157680451795827]","[0.8331850640763627, 1.0025276431825918]","[0.7984754227635152, 0.9880268659925648]","[0.7249264602885558, 0.9649636068598207]","[0.6134484242959741, 0.9396752672614742]","[0.48703466894003977, 0.9046661670900883]","[0.4291817285573447, 0.8450950852257042]","[0.40801060505633935, 0.7499294192047521]","[0.3377441713925646, 0.6050546963410034]","[0.2111318407960199, 0.41219776813391196]","[0.11230585424133811, 0.24534474081529944]","[0.04838709677419355, 0.12779329608938547]","[0.8843169903293335, 1.0032189748116982]","[0.9009461814818767, 1.0049792722424782]","[0.8424138344183074, 0.9978996975641498]","[0.83330597709039, 0.9883269840636656]","[0.8606431203335596, 0.9851288590175171]","[0.8882580106460704, 0.9916556635425009]","[0.885343420391763, 1.0017357229672326]","[0.8741204896051828, 1.013179274237227]","[0.8804782465622288, 1.023719662646045]","[0.880475352332447, 1.011235626868142]","[0.844959871589085, 0.990490513127841]","[0.782744424716602, 0.9689594493181172]","[0.712030056724701, 0.9309826809179286]","[0.6316885348844895, 0.8829408610014139]","[0.5597626448149194, 0.8108950081853056]","[0.4270135833173905, 0.6862068965517242]","[0.28539059128183, 0.48618283497493514]","[0.17611640742599097, 0.3219124202429858]","[0.08396946564885496, 0.19114688128772636]","[0.0, 0.10358565737051793]"
Türkiye,"[2.007740821595082, 5.335006741649436]","[0.48602875008303564, 0.49201014382879615]","[0.8856899097377714, 1.010188982397078]","[0.8508578634202169, 1.0064291810550823]","[0.9292588026329537, 1.0392019567078947]","[0.9383681437277805, 1.0526745323587823]","[0.9561636696724354, 1.0590577358057565]","[0.9641300032882463, 1.046132281972837]","[0.9353513364507388, 1.0310842734226895]","[0.9300668734471947, 1.019677819988311]","[0.92160348792837, 1.0101339577863455]","[0.9315689706462258, 1.0018329332557112]","[0.9323775437583158, 0.9932968787313268]","[0.8857140314855886, 0.9777516760246188]","[0.8581732837864268, 0.9532634852984657]","[0.7766073612010174, 0.9197049554183484]","[0.6941085165148714, 0.8568963528290316]","[0.6471380322730182, 0.7543735331514064]","[0.5547330760147341, 0.6834947923773139]","[0.4165607586274318, 0.6494314755792919]","[0.14288444387820104, 0.3229007299908205]","[0.0302154492905938, 0.17480419930011665]","[0.9140110314669638, 1.01143536928526]","[0.9404212054560472, 1.0218311740073982]","[0.9143994376747616, 1.0182863794305603]","[0.9407620828458317, 1.0450318360528197]","[0.9202625933035593, 1.0522847359121683]","[0.9163632829462237, 1.0419790478510758]","[0.9082504626441621, 1.0285418537202948]","[0.9338153568286018, 1.0164563872612946]","[0.9242173785631574, 1.0036931711582435]","[0.9293162723791055, 0.9888179797567161]","[0.9209231214231111, 0.969574916281278]","[0.8828289984373358, 0.9372453867962474]","[0.8302202715187663, 0.8961866658165434]","[0.769830710790866, 0.8561709281792013]","[0.7077783442737875, 0.7837758583919813]","[0.5604759856630824, 0.7207970013809429]","[0.37625372729737055, 0.6987775213621905]","[0.22872786682562812, 0.7352676482234781]","[0.07869596369715787, 0.3130142737195634]","[0.01107419712070875, 0.26996805111821087]"
Turkmenistan,"[2.525945242157635, 5.657444419139763]","[0.48627973862291385, 0.5003865203043114]","[0.9520660436318183, 0.9942884240918552]","[0.9952695953713651, 1.013143666121626]","[0.9879584271989924, 1.0138984046197514]","[0.9688016548441027, 1.0360019314340898]","[0.9591250032668636, 1.0402573186649264]","[0.961492045441359, 1.0213865768265293]","[0.9568383658969805, 1.0151131824234354]","[0.9102444212186223, 1.0050685664404584]","[0.9110336691662033, 0.9887962101836782]","[0.8801341283930387, 0.9766179973076525]","[0.9098160828881798, 0.9625186921030315]","[0.8961370262390671, 0.9430558810727558]","[0.853437571855599, 0.9155976120919599]","[0.7758108364418032, 0.8534934830384925]","[0.6692596321039627, 0.7536091754742773]","[0.5320583163505251, 0.625773415831022]","[0.38384244372990356, 0.5339590666145222]","[0.23907225691347012, 0.45628517823639775]","[0.13186813186813187, 0.6917293233082706]","[0.039735099337748346, 0.5842105263157895]","[0.9352681335920406, 0.9914561408815546]","[0.9844825804292513, 1.0016063518505498]","[0.9789544144675637, 1.008341259969269]","[0.965019152856653, 1.0260140773528772]","[0.9547071478030139, 1.0294034442519184]","[0.9547885823654395, 1.0109330135992174]","[0.9444702003811879, 1.012202523558537]","[0.8956822970608193, 0.9968611730892863]","[0.8862130598970582, 0.9696536034052546]","[0.8471610339197141, 0.9485827842275912]","[0.862864466517142, 0.9247356788722298]","[0.8372018348623853, 0.8922825331231211]","[0.7852285033571583, 0.8450653363114743]","[0.7083750625938908, 0.7775558092338914]","[0.597667638483965, 0.6717952538836941]","[0.4642789102686226, 0.5539372409709887]","[0.32596401028277633, 0.45575620767494357]","[0.1681136543014996, 0.34822601839684625]","[0.036290322580645164, 0.47785547785547783]","[0.0, 0.4875]"
Turks and Caicos Islands,"[1.5046059365404298, 6.08080808080808]","[0.47830144657022866, 0.5124626121635095]","[0.8414918414918415, 1.127420998980632]","[0.8186046511627907, 1.1529294935451837]","[0.7327586206896551, 1.2150943396226415]","[0.67578125, 1.3767361111111112]","[0.6822916666666666, 1.5601907032181168]","[0.7852760736196319, 1.4196502914238134]","[0.8781725888324873, 1.4131736526946108]","[0.7339449541284404, 1.407185628742515]","[0.7955801104972375, 1.285024154589372]","[0.7883211678832117, 1.1803921568627451]","[0.7129629629629629, 1.2388059701492538]","[0.6147540983606558, 1.2638297872340425]","[0.8536585365853658, 1.278688524590164]","[0.765625, 1.3132530120481927]","[0.6052631578947368, 1.393939393939394]","[0.35185185185185186, 1.3559322033898304]","[0.3333333333333333, 1.1260504201680672]","[0.125, 0.9333333333333333]","[0.0, 0.7777777777777778]","[0.0, 1.0]","[0.7932584269662921, 1.1456521739130434]","[0.8035714285714286, 1.1153081510934393]","[0.6262975778546713, 1.1847014925373134]","[0.6628787878787878, 1.4185303514376997]","[0.6436781609195402, 1.6628041714947857]","[0.8198198198198198, 1.5289256198347108]","[0.911504424778761, 1.6020942408376964]","[0.8347826086956521, 1.5796178343949046]","[0.8666666666666667, 1.4424242424242424]","[0.75, 1.2513368983957218]","[0.7318840579710145, 1.1634615384615385]","[0.6310679611650486, 1.094972067039106]","[0.7727272727272727, 1.1830985915492958]","[0.7105263157894737, 1.317829457364341]","[0.5714285714285714, 1.297872340425532]","[0.2777777777777778, 1.1904761904761905]","[0.3, 1.0684931506849316]","[0.0, 0.7878787878787878]","[0.0, 0.4166666666666667]","[0.0, 0.0]"
